Company,Target Variable,Source Feature,Lag,F_stat,p_value_perm,B_valid,block,T,p_value_perm_bh,significant_perm_bh,Flag
CCC,volatility_gk,log1p_retweet_count_Positive,1,0.7086310296656371,0.42643391521197,400,10,250,0.9400412013444649,False,False
CCC,volatility_gk,log1p_retweet_count_Neutral,1,0.6238652839008045,0.4064837905236907,400,10,250,0.9400412013444649,False,False
CCC,volatility_gk,log1p_retweet_count_Negative,1,0.1079349395154632,0.7256857855361596,400,10,250,0.9650872817955112,False,False
CCC,Wolumen,tweet_volume,2,2.8415405097502537,0.0623441396508728,400,10,250,0.16305390370228273,False,False
CCC,Wolumen,view_count_Negative,9,1.126922761913118,0.2169576059850374,400,10,250,0.3730673316708229,False,False
CCC,Wolumen,view_count_Neutral,6,0.6774030926691392,0.456359102244389,400,10,250,0.6746178033177924,False,False
CCC,Wolumen,view_count_Positive,2,1.3839330359888695,0.1795511221945137,400,10,250,0.3391521197007481,False,False
CCC,Wolumen,retweet_count_Negative,9,1.024474776551271,0.3092269326683292,400,10,250,0.5006531290820567,False,False
CCC,Wolumen,retweet_count_Neutral,2,0.6921460358124479,0.3965087281795511,400,10,250,0.612786216277488,False,False
CCC,Wolumen,total_views,2,0.107213137376025,0.8753117206982544,400,10,250,0.8753117206982544,False,False
CCC,Wolumen,total_retweet_count,2,0.3819139251040199,0.6259351620947631,400,10,250,0.7338550176283429,False,False
CCC,Wolumen,abnormal_tweet_volume,2,2.790078716668708,0.0623441396508728,400,10,250,0.16305390370228273,False,False
CCC,Wolumen,tweet_volume_ratio,2,3.162208250324283,0.0598503740648379,400,10,250,0.16305390370228273,False,False
CCC,Wolumen,Negative,2,0.5430351122064256,0.5810473815461347,400,10,250,0.7316892952803178,False,False
CCC,Wolumen,Neutral,2,1.2886196812303876,0.2194513715710723,400,10,250,0.3730673316708229,False,False
CCC,Wolumen,Positive,3,10.541978721603869,0.0049875311720698,400,10,250,0.05652535328345773,False,False
CCC,Wolumen,sentiment_score,3,4.048347047525609,0.0224438902743142,400,10,250,0.12718204488778032,False,False
CCC,Wolumen,sentiment_polarity,2,1.88258713670376,0.1670822942643391,400,10,250,0.3341645885286782,False,False
CCC,Wolumen,view_weighted_polarity,2,1.9195875300855365,0.1246882793017456,400,10,250,0.2649625935162094,False,False
CCC,Wolumen,sentiment_intensity,2,0.7663046672136735,0.5062344139650873,400,10,250,0.6884788029925186,False,False
CCC,Wolumen,sentiment_divergence,2,7.602191755354563,0.0024937655860349,400,10,250,0.042394014962593304,True,True
CCC,Wolumen,positive_view_share,2,4.923707861360687,0.0124688279301745,400,10,250,0.10598503740648325,False,False
CCC,Wolumen,negative_view_share,2,0.1314083679947297,0.8453865336658354,400,10,250,0.8710043074132849,False,False
CCC,Wolumen,sentiment_momentum,4,3.055370172133765,0.027431421446384,400,10,250,0.12718204488778032,False,False
CCC,Wolumen,retweet_virality,2,0.2240851402821266,0.7506234413965087,400,10,250,0.7975374064837906,False,False
CCC,Wolumen,log1p_total_views,3,5.849437421461846,0.0024937655860349,400,10,250,0.042394014962593304,True,True
CCC,Wolumen,log1p_total_retweet_count,2,0.3696349218577198,0.713216957605985,400,10,250,0.7822379535033385,False,False
CCC,Wolumen,log1p_tweet_volume,3,2.5942576513000244,0.0997506234413965,400,10,250,0.24225151407196294,False,False
CCC,Wolumen,log1p_Positive,2,2.9000543574845645,0.0423940149625935,400,10,250,0.14413965087281788,False,False
CCC,Wolumen,log1p_Neutral,3,3.1059563769683445,0.0399002493765586,400,10,250,0.14413965087281788,False,False
CCC,Wolumen,log1p_Negative,2,0.5317452455581999,0.6059850374064838,400,10,250,0.7338550176283429,False,False
CCC,Wolumen,log1p_view_count_Positive,2,3.83978670946328,0.0224438902743142,400,10,250,0.12718204488778032,False,False
CCC,Wolumen,log1p_view_count_Neutral,3,3.830670638374107,0.0299251870324189,400,10,250,0.12718204488778032,False,False
CCC,Wolumen,log1p_view_count_Negative,2,0.3971136970528869,0.6483790523690773,400,10,250,0.7348295926849543,False,False
CCC,Wolumen,log1p_retweet_count_Positive,2,2.0341100852763554,0.1072319201995012,400,10,250,0.2430590191188694,False,False
CCC,Wolumen,log1p_retweet_count_Neutral,2,0.5465201204799279,0.5486284289276808,400,10,250,0.7174371762900442,False,False
CCC,Wolumen,log1p_retweet_count_Negative,2,0.6055777156848703,0.4887780548628428,400,10,250,0.6884788029925186,False,False
CCC,log_vol,tweet_volume,2,1.6954465838583577,0.2344139650872818,400,10,250,0.569291058069113,False,False
CCC,log_vol,view_count_Negative,1,1.4104275015638728,0.2244389027431421,400,10,250,0.569291058069113,False,False
CCC,log_vol,view_count_Neutral,6,1.811597586240843,0.0997506234413965,400,10,250,0.5652535328345799,False,False
CCC,log_vol,view_count_Positive,2,1.078359576986647,0.3815461346633416,400,10,250,0.6177413608835054,False,False
CCC,log_vol,retweet_count_Negative,2,0.5555602101613607,0.5835411471321695,400,10,250,0.7630922693266833,False,False
CCC,log_vol,retweet_count_Neutral,2,1.0914992487180033,0.3441396508728179,400,10,250,0.614713216957606,False,False
CCC,log_vol,total_views,6,2.093328266277944,0.0773067331670823,400,10,250,0.5652535328345799,False,False
CCC,log_vol,total_retweet_count,2,0.6001927647463854,0.5511221945137157,400,10,250,0.7630922693266833,False,False
CCC,log_vol,abnormal_tweet_volume,2,1.900897929455772,0.1471321695760598,400,10,250,0.5652535328345799,False,False
CCC,log_vol,tweet_volume_ratio,2,1.7406561387394783,0.2019950124688279,400,10,250,0.569291058069113,False,False
CCC,log_vol,Negative,2,0.9650315010808288,0.3615960099750623,400,10,250,0.614713216957606,False,False
CCC,log_vol,Neutral,1,0.06342151513886,0.8204488778054863,400,10,250,0.8607269704526563,False,False
CCC,log_vol,Positive,1,2.0204536445839563,0.1496259351620947,400,10,250,0.5652535328345799,False,False
CCC,log_vol,sentiment_score,1,1.6845048162392415,0.2019950124688279,400,10,250,0.569291058069113,False,False
CCC,log_vol,sentiment_polarity,6,1.1117329833991585,0.3341645885286783,400,10,250,0.614713216957606,False,False
CCC,log_vol,view_weighted_polarity,2,2.1964961590034835,0.1197007481296758,400,10,250,0.5652535328345799,False,False
CCC,log_vol,sentiment_intensity,1,0.3364829796166996,0.5635910224438903,400,10,250,0.7630922693266833,False,False
CCC,log_vol,sentiment_divergence,2,5.570233689776076,0.0024937655860349,400,10,250,0.08478802992518661,False,False
CCC,log_vol,positive_view_share,2,4.322543669911276,0.0149625935162094,400,10,250,0.2543640897755598,False,False
CCC,log_vol,negative_view_share,1,0.0942265422240823,0.7506234413965087,400,10,250,0.8507065669160432,False,False
CCC,log_vol,sentiment_momentum,4,0.5349921625982205,0.7231920199501247,400,10,250,0.8478802992518704,False,False
CCC,log_vol,retweet_virality,1,0.6331060440393141,0.42643391521197,400,10,250,0.6590342326003172,False,False
CCC,log_vol,log1p_total_views,1,1.0724005096909912,0.3516209476309227,400,10,250,0.614713216957606,False,False
CCC,log_vol,log1p_total_retweet_count,1,0.5928154172347121,0.4987531172069825,400,10,250,0.7372872167407567,False,False
CCC,log_vol,log1p_tweet_volume,1,0.0626367387678772,0.8204488778054863,400,10,250,0.8607269704526563,False,False
CCC,log_vol,log1p_Positive,1,1.8909298631719456,0.1720698254364089,400,10,250,0.569291058069113,False,False
CCC,log_vol,log1p_Neutral,1,0.0009838812341711,0.9625935162094764,400,10,250,0.9625935162094764,False,False
CCC,log_vol,log1p_Negative,2,1.2977071015594277,0.286783042394015,400,10,250,0.614713216957606,False,False
CCC,log_vol,log1p_view_count_Positive,1,4.602284433780088,0.0249376558603491,400,10,250,0.2826267664172898,False,False
CCC,log_vol,log1p_view_count_Neutral,1,0.181893142302047,0.7107231920199502,400,10,250,0.8478802992518704,False,False
CCC,log_vol,log1p_view_count_Negative,1,0.1509222545232362,0.7107231920199502,400,10,250,0.8478802992518704,False,False
CCC,log_vol,log1p_retweet_count_Positive,1,2.3459983845839245,0.1221945137157107,400,10,250,0.5652535328345799,False,False
CCC,log_vol,log1p_retweet_count_Neutral,1,0.0487440623698439,0.8354114713216958,400,10,250,0.8607269704526563,False,False
CCC,log_vol,log1p_retweet_count_Negative,2,1.058486412858691,0.3341645885286783,400,10,250,0.614713216957606,False,False
