preprocessing,accuracy,macro_f1,weighted_f1,neutral_f1,positive_f1,negative_f1,epochs
No_processing,0.7506493506493507,0.7053411632495031,0.7532402741113815,0.6904761904761905,0.8156182212581344,0.6099290780141844,3.9792746113989637
Basic_processing,0.6971279373368147,0.6676498715761644,0.6939477753021207,0.6035502958579881,0.7589498806682577,0.6404494382022472,3.979057591623037
Basic_processing_emoji,0.6840731070496083,0.6375319143149514,0.6880489285916002,0.5869565217391305,0.767816091954023,0.5578231292517006,4.0
Basic_processing_spelling,0.7127937336814621,0.679133219283239,0.7095236180932148,0.6442953020134228,0.7695749440715883,0.6235294117647059,3.979057591623037
Basic_processing_spelling_lem,0.6710182767624021,0.6216940641325756,0.6670560128703453,0.5766871165644172,0.7533632286995515,0.535031847133758,3.979057591623037
Basic_processing_spelling_lem_SP,0.6344647519582245,0.5531066157564538,0.6270357685633564,0.5257142857142857,0.7429805615550756,0.390625,3.979057591623037
